,year,GP name,date,start,finish,statusId,team,driver,dob,circuit name,location,country,driver home,team home
128,2025,Miami Grand Prix,2025-05-04,15,17,3,RB F1 Team,Lawson,2002-02-11,Miami International Autodrome,Miami,AME,0,0
129,2025,Miami Grand Prix,2025-05-04,13,18,3,Sauber,Bortoleto,,Miami International Autodrome,Miami,AME,0,0
130,2025,Miami Grand Prix,2025-05-04,19,19,3,Haas F1 Team,Bearman,2005-05-08,Miami International Autodrome,Miami,AME,0,1
131,2025,Miami Grand Prix,2025-05-04,14,20,3,Alpine,Doohan,2003-01-20,Miami International Autodrome,Miami,AME,0,0
132,2025,Emilia-Romagna Grand Prix,2025-05-18,2,1,1,Red Bull,Verstappen,1972-03-04,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
133,2025,Emilia-Romagna Grand Prix,2025-05-18,2,1,1,Red Bull,Verstappen,1997-09-30,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
134,2025,Emilia-Romagna Grand Prix,2025-05-18,4,2,1,McLaren,Norris,1999-11-13,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
135,2025,Emilia-Romagna Grand Prix,2025-05-18,1,3,1,McLaren,Piastri,2001-04-06,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
136,2025,Emilia-Romagna Grand Prix,2025-05-18,12,4,1,Ferrari,Hamilton,1985-01-07,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,1
137,2025,Emilia-Romagna Grand Prix,2025-05-18,12,4,1,Ferrari,Hamilton,1920-04-30,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,1
138,2025,Emilia-Romagna Grand Prix,2025-05-18,7,5,1,Williams,Albon,1996-03-23,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
139,2025,Emilia-Romagna Grand Prix,2025-05-18,11,6,1,Ferrari,Leclerc,1997-10-16,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,1
140,2025,Emilia-Romagna Grand Prix,2025-05-18,3,7,1,Mercedes,Russell,1998-02-15,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
141,2025,Emilia-Romagna Grand Prix,2025-05-18,6,8,1,Williams,Sainz,1994-09-01,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
142,2025,Emilia-Romagna Grand Prix,2025-05-18,9,9,1,RB F1 Team,Hadjar,,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,1
143,2025,Emilia-Romagna Grand Prix,2025-05-18,20,10,1,Red Bull,Tsunoda,2000-05-11,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
144,2025,Emilia-Romagna Grand Prix,2025-05-18,5,11,1,Aston Martin,Alonso,1981-07-29,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
145,2025,Emilia-Romagna Grand Prix,2025-05-18,17,12,1,Sauber,Hulkenberg,,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
146,2025,Emilia-Romagna Grand Prix,2025-05-18,10,13,1,Alpine,Gasly,1996-02-07,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
147,2025,Emilia-Romagna Grand Prix,2025-05-18,15,14,1,RB F1 Team,Lawson,2002-02-11,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,1
148,2025,Emilia-Romagna Grand Prix,2025-05-18,8,15,1,Aston Martin,Stroll,1998-10-29,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
149,2025,Emilia-Romagna Grand Prix,2025-05-18,16,16,1,Alpine,Colapinto,2003-05-27,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
150,2025,Emilia-Romagna Grand Prix,2025-05-18,19,17,1,Haas F1 Team,Bearman,2005-05-08,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
151,2025,Emilia-Romagna Grand Prix,2025-05-18,14,18,1,Sauber,Bortoleto,,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
152,2025,Emilia-Romagna Grand Prix,2025-05-18,13,19,3,Mercedes,Antonelli,,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
153,2025,Emilia-Romagna Grand Prix,2025-05-18,18,20,3,Haas F1 Team,Ocon,1996-09-17,Autodromo Enzo e Dino Ferrari,Imola,ITA,0,0
154,2025,Monaco Grand Prix,2025-05-25,1,1,1,McLaren,Norris,1999-11-13,,Monaco,MON,0,0
155,2025,Monaco Grand Prix,2025-05-25,2,2,1,Ferrari,Leclerc,1997-10-16,,Monaco,MON,1,0
156,2025,Monaco Grand Prix,2025-05-25,3,3,1,McLaren,Piastri,2001-04-06,,Monaco,MON,0,0
157,2025,Monaco Grand Prix,2025-05-25,4,4,1,Red Bull,Verstappen,1972-03-04,,Monaco,MON,0,0
158,2025,Monaco Grand Prix,2025-05-25,4,4,1,Red Bull,Verstappen,1997-09-30,,Monaco,MON,0,0
159,2025,Monaco Grand Prix,2025-05-25,7,5,1,Ferrari,Hamilton,1985-01-07,,Monaco,MON,0,0
160,2025,Monaco Grand Prix,2025-05-25,7,5,1,Ferrari,Hamilton,1920-04-30,,Monaco,MON,0,0
161,2025,Monaco Grand Prix,2025-05-25,5,6,1,RB F1 Team,Hadjar,,,Monaco,MON,0,0
162,2025,Monaco Grand Prix,2025-05-25,8,7,1,Haas F1 Team,Ocon,1996-09-17,,Monaco,MON,0,0
163,2025,Monaco Grand Prix,2025-05-25,9,8,1,RB F1 Team,Lawson,2002-02-11,,Monaco,MON,0,0
164,2025,Monaco Grand Prix,2025-05-25,10,9,1,Williams,Albon,1996-03-23,,Monaco,MON,0,0
165,2025,Monaco Grand Prix,2025-05-25,11,10,1,Williams,Sainz,1994-09-01,,Monaco,MON,0,0
166,2025,Monaco Grand Prix,2025-05-25,14,11,1,Mercedes,Russell,1998-02-15,,Monaco,MON,0,0
167,2025,Monaco Grand Prix,2025-05-25,20,12,1,Haas F1 Team,Bearman,2005-05-08,,Monaco,MON,0,0
168,2025,Monaco Grand Prix,2025-05-25,18,13,1,Alpine,Colapinto,2003-05-27,,Monaco,MON,0,0
169,2025,Monaco Grand Prix,2025-05-25,16,14,1,Sauber,Bortoleto,,,Monaco,MON,0,0
170,2025,Monaco Grand Prix,2025-05-25,19,15,1,Aston Martin,Stroll,1998-10-29,,Monaco,MON,0,0
171,2025,Monaco Grand Prix,2025-05-25,13,16,1,Sauber,Hulkenberg,,,Monaco,MON,0,0
172,2025,Monaco Grand Prix,2025-05-25,12,17,1,Red Bull,Tsunoda,2000-05-11,,Monaco,MON,0,0
173,2025,Monaco Grand Prix,2025-05-25,15,18,1,Mercedes,Antonelli,,,Monaco,MON,0,0
174,2025,Monaco Grand Prix,2025-05-25,6,19,3,Aston Martin,Alonso,1981-07-29,,Monaco,MON,0,0
175,2025,Monaco Grand Prix,2025-05-25,17,20,3,Alpine,Gasly,1996-02-07,,Monaco,MON,0,0
176,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,1,1,1,McLaren,Piastri,2001-04-06,Montjuïc,Barcelona,SPA,0,0
177,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,1,1,1,McLaren,Piastri,2001-04-06,Circuit de Pedralbes,Barcelona,SPA,0,0
178,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,2,2,1,McLaren,Norris,1999-11-13,Montjuïc,Barcelona,SPA,0,0
179,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,2,2,1,McLaren,Norris,1999-11-13,Circuit de Pedralbes,Barcelona,SPA,0,0
180,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,7,3,1,Ferrari,Leclerc,1997-10-16,Montjuïc,Barcelona,SPA,0,0
181,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,7,3,1,Ferrari,Leclerc,1997-10-16,Circuit de Pedralbes,Barcelona,SPA,0,0
182,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,4,4,1,Mercedes,Russell,1998-02-15,Montjuïc,Barcelona,SPA,0,0
183,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,4,4,1,Mercedes,Russell,1998-02-15,Circuit de Pedralbes,Barcelona,SPA,0,0
184,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,15,5,1,Sauber,Hulkenberg,,Montjuïc,Barcelona,SPA,0,0
185,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,15,5,1,Sauber,Hulkenberg,,Circuit de Pedralbes,Barcelona,SPA,0,0
186,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,5,6,1,Ferrari,Hamilton,1985-01-07,Montjuïc,Barcelona,SPA,0,0
187,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,5,6,1,Ferrari,Hamilton,1985-01-07,Circuit de Pedralbes,Barcelona,SPA,0,0
188,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,5,6,1,Ferrari,Hamilton,1920-04-30,Montjuïc,Barcelona,SPA,0,0
189,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,5,6,1,Ferrari,Hamilton,1920-04-30,Circuit de Pedralbes,Barcelona,SPA,0,0
190,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,9,7,1,RB F1 Team,Hadjar,,Montjuïc,Barcelona,SPA,0,0
191,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,9,7,1,RB F1 Team,Hadjar,,Circuit de Pedralbes,Barcelona,SPA,0,0
192,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,8,8,1,Alpine,Gasly,1996-02-07,Montjuïc,Barcelona,SPA,0,0
193,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,8,8,1,Alpine,Gasly,1996-02-07,Circuit de Pedralbes,Barcelona,SPA,0,0
194,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,10,9,1,Aston Martin,Alonso,1981-07-29,Montjuïc,Barcelona,SPA,1,0
195,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,10,9,1,Aston Martin,Alonso,1981-07-29,Circuit de Pedralbes,Barcelona,SPA,1,0
196,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,3,10,1,Red Bull,Verstappen,1972-03-04,Montjuïc,Barcelona,SPA,0,0
197,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,3,10,1,Red Bull,Verstappen,1972-03-04,Circuit de Pedralbes,Barcelona,SPA,0,0
198,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,3,10,1,Red Bull,Verstappen,1997-09-30,Montjuïc,Barcelona,SPA,0,0
199,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,3,10,1,Red Bull,Verstappen,1997-09-30,Circuit de Pedralbes,Barcelona,SPA,0,0
200,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,13,11,1,RB F1 Team,Lawson,2002-02-11,Montjuïc,Barcelona,SPA,0,0
201,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,13,11,1,RB F1 Team,Lawson,2002-02-11,Circuit de Pedralbes,Barcelona,SPA,0,0
202,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,12,12,1,Sauber,Bortoleto,,Montjuïc,Barcelona,SPA,0,0
203,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,12,12,1,Sauber,Bortoleto,,Circuit de Pedralbes,Barcelona,SPA,0,0
204,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,19,13,1,Red Bull,Tsunoda,2000-05-11,Montjuïc,Barcelona,SPA,0,0
205,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,19,13,1,Red Bull,Tsunoda,2000-05-11,Circuit de Pedralbes,Barcelona,SPA,0,0
206,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,17,14,1,Williams,Sainz,1994-09-01,Montjuïc,Barcelona,SPA,1,0
207,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,17,14,1,Williams,Sainz,1994-09-01,Circuit de Pedralbes,Barcelona,SPA,1,0
208,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,18,15,1,Alpine,Colapinto,2003-05-27,Montjuïc,Barcelona,SPA,0,0
209,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,18,15,1,Alpine,Colapinto,2003-05-27,Circuit de Pedralbes,Barcelona,SPA,0,0
210,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,16,16,1,Haas F1 Team,Ocon,1996-09-17,Montjuïc,Barcelona,SPA,0,0
211,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,16,16,1,Haas F1 Team,Ocon,1996-09-17,Circuit de Pedralbes,Barcelona,SPA,0,0
212,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,14,17,1,Haas F1 Team,Bearman,2005-05-08,Montjuïc,Barcelona,SPA,0,0
213,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,14,17,1,Haas F1 Team,Bearman,2005-05-08,Circuit de Pedralbes,Barcelona,SPA,0,0
214,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,6,18,3,Mercedes,Antonelli,,Montjuïc,Barcelona,SPA,0,0
215,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,6,18,3,Mercedes,Antonelli,,Circuit de Pedralbes,Barcelona,SPA,0,0
216,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,11,19,3,Williams,Albon,1996-03-23,Montjuïc,Barcelona,SPA,0,0
217,2025,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,2025-06-01,11,19,3,Williams,Albon,1996-03-23,Circuit de Pedralbes,Barcelona,SPA,0,0
218,2025,Canadian Grand Prix,2025-06-15,1,1,1,Mercedes,Russell,1998-02-15,,Montréal,CAN,0,0
219,2025,Canadian Grand Prix,2025-06-15,2,2,1,Red Bull,Verstappen,1972-03-04,,Montréal,CAN,0,0
220,2025,Canadian Grand Prix,2025-06-15,2,2,1,Red Bull,Verstappen,1997-09-30,,Montréal,CAN,0,0
221,2025,Canadian Grand Prix,2025-06-15,4,3,1,Mercedes,Antonelli,,,Montréal,CAN,0,0
222,2025,Canadian Grand Prix,2025-06-15,3,4,1,McLaren,Piastri,2001-04-06,,Montréal,CAN,0,0
223,2025,Canadian Grand Prix,2025-06-15,8,5,1,Ferrari,Leclerc,1997-10-16,,Montréal,CAN,0,0
224,2025,Canadian Grand Prix,2025-06-15,5,6,1,Ferrari,Hamilton,1985-01-07,,Montréal,CAN,0,0
225,2025,Canadian Grand Prix,2025-06-15,5,6,1,Ferrari,Hamilton,1920-04-30,,Montréal,CAN,0,0
226,2025,Canadian Grand Prix,2025-06-15,6,7,1,Aston Martin,Alonso,1981-07-29,,Montréal,CAN,0,0
227,2025,Canadian Grand Prix,2025-06-15,11,8,1,Sauber,Hulkenberg,,,Montréal,CAN,0,0
228,2025,Canadian Grand Prix,2025-06-15,14,9,1,Haas F1 Team,Ocon,1996-09-17,,Montréal,CAN,0,0
229,2025,Canadian Grand Prix,2025-06-15,16,10,1,Williams,Sainz,1994-09-01,,Montréal,CAN,0,0
230,2025,Canadian Grand Prix,2025-06-15,13,11,1,Haas F1 Team,Bearman,2005-05-08,,Montréal,CAN,0,0
231,2025,Canadian Grand Prix,2025-06-15,18,12,1,Red Bull,Tsunoda,2000-05-11,,Montréal,CAN,0,0
232,2025,Canadian Grand Prix,2025-06-15,10,13,1,Alpine,Colapinto,2003-05-27,,Montréal,CAN,0,0
233,2025,Canadian Grand Prix,2025-06-15,15,14,1,Sauber,Bortoleto,,,Montréal,CAN,0,0
234,2025,Canadian Grand Prix,2025-06-15,20,15,1,Alpine,Gasly,1996-02-07,,Montréal,CAN,0,0
235,2025,Canadian Grand Prix,2025-06-15,12,16,1,RB F1 Team,Hadjar,,,Montréal,CAN,0,0
236,2025,Canadian Grand Prix,2025-06-15,17,17,1,Aston Martin,Stroll,1998-10-29,,Montréal,CAN,1,0
237,2025,Canadian Grand Prix,2025-06-15,7,18,3,McLaren,Norris,1999-11-13,,Montréal,CAN,0,0
238,2025,Canadian Grand Prix,2025-06-15,19,19,3,RB F1 Team,Lawson,2002-02-11,,Montréal,CAN,0,0
239,2025,Canadian Grand Prix,2025-06-15,9,20,3,Williams,Albon,1996-03-23,,Montréal,CAN,0,0
240,2025,Austrian Grand Prix,2025-06-29,1,1,1,McLaren,Norris,1999-11-13,Red Bull Ring,Spielberg,AUT,0,0
241,2025,Austrian Grand Prix,2025-06-29,3,2,1,McLaren,Piastri,2001-04-06,Red Bull Ring,Spielberg,AUT,0,0
242,2025,Austrian Grand Prix,2025-06-29,2,3,1,Ferrari,Leclerc,1997-10-16,Red Bull Ring,Spielberg,AUT,0,0
243,2025,Austrian Grand Prix,2025-06-29,4,4,1,Ferrari,Hamilton,1985-01-07,Red Bull Ring,Spielberg,AUT,0,0
244,2025,Austrian Grand Prix,2025-06-29,4,4,1,Ferrari,Hamilton,1920-04-30,Red Bull Ring,Spielberg,AUT,0,0
245,2025,Austrian Grand Prix,2025-06-29,5,5,1,Mercedes,Russell,1998-02-15,Red Bull Ring,Spielberg,AUT,0,0
246,2025,Austrian Grand Prix,2025-06-29,6,6,1,RB F1 Team,Lawson,2002-02-11,Red Bull Ring,Spielberg,AUT,0,0
247,2025,Austrian Grand Prix,2025-06-29,11,7,1,Aston Martin,Alonso,1981-07-29,Red Bull Ring,Spielberg,AUT,0,0
248,2025,Austrian Grand Prix,2025-06-29,8,8,1,Sauber,Bortoleto,,Red Bull Ring,Spielberg,AUT,0,0
249,2025,Austrian Grand Prix,2025-06-29,20,9,1,Sauber,Hulkenberg,,Red Bull Ring,Spielberg,AUT,0,0
250,2025,Austrian Grand Prix,2025-06-29,17,10,1,Haas F1 Team,Ocon,1996-09-17,Red Bull Ring,Spielberg,AUT,0,0
251,2025,Austrian Grand Prix,2025-06-29,15,11,1,Haas F1 Team,Bearman,2005-05-08,Red Bull Ring,Spielberg,AUT,0,0
252,2025,Austrian Grand Prix,2025-06-29,13,12,1,RB F1 Team,Hadjar,,Red Bull Ring,Spielberg,AUT,0,0
253,2025,Austrian Grand Prix,2025-06-29,10,13,1,Alpine,Gasly,1996-02-07,Red Bull Ring,Spielberg,AUT,0,0
254,2025,Austrian Grand Prix,2025-06-29,16,14,1,Aston Martin,Stroll,1998-10-29,Red Bull Ring,Spielberg,AUT,0,0
255,2025,Austrian Grand Prix,2025-06-29,14,15,1,Alpine,Colapinto,2003-05-27,Red Bull Ring,Spielberg,AUT,0,0
256,2025,Austrian Grand Prix,2025-06-29,18,16,1,Red Bull,Tsunoda,2000-05-11,Red Bull Ring,Spielberg,AUT,0,1
257,2025,Austrian Grand Prix,2025-06-29,12,17,3,Williams,Albon,1996-03-23,Red Bull Ring,Spielberg,AUT,0,0
258,2025,Austrian Grand Prix,2025-06-29,7,18,3,Red Bull,Verstappen,1972-03-04,Red Bull Ring,Spielberg,AUT,0,1
259,2025,Austrian Grand Prix,2025-06-29,7,18,3,Red Bull,Verstappen,1997-09-30,Red Bull Ring,Spielberg,AUT,0,1
260,2025,Austrian Grand Prix,2025-06-29,9,19,3,Mercedes,Antonelli,,Red Bull Ring,Spielberg,AUT,0,0
261,2025,Austrian Grand Prix,2025-06-29,19,20,3,Williams,Sainz,1994-09-01,Red Bull Ring,Spielberg,AUT,0,0
